mass_g,year,reclat,reclong,time_period,mass_kg,us_state
9300,1938,38.61667,-102.71667,1950 and older,9.3,colorado
50,1866,39.61667,-85.45,1950 and older,0.05,indiana
13200,1863,39.8,-105.5,1950 and older,13.2,colorado
8.9,1982,32.13333,-111.13333,1981 to 1990,0.0089,arizona
237200,1890,32.91667,-104.66667,1950 and older,237.2,new mexico
98.9,2003,34.75637,-114.23435,2001 to 2010,0.0989,arizona
892.8,2004,34.75635,-114.2343,2001 to 2010,0.8927999999999999,arizona
89.2,2004,34.75873,-114.23342,2001 to 2010,0.0892,arizona
28.6,2004,34.75078,-114.22717,2001 to 2010,0.0286,arizona
52.3,2004,34.74667,-114.21,2001 to 2010,0.0523,arizona
44500,1979,32.86583,-97.32306,1971 to 1980,44.5,texas
22000,1974,40.71667,-90.41667,1971 to 1980,22,illinois
235,1908,38.98333,-111.85,1950 and older,0.235,utah
30800,1901,39.4,-100.4,1950 and older,30.8,kansas
875,1869,40.91667,-111.66667,1950 and older,0.875,utah
3600,1850,37.95,-85.78333,1950 and older,3.6,kentucky
6920,1894,42.53333,-122.875,1950 and older,6.92,oregon
88000,1897,31.41667,-100.35,1950 and older,88,texas
258,2010,34.00056,-115.72972,2001 to 2010,0.258,california
36000,1887,36,-119,1950 and older,36,california
1700,1920,35,-112,1950 and older,1.7,arizona
31.8,2005,32.16657,-111.11718,2001 to 2010,0.0318,arizona
72,1887,29.5,-98.5,1950 and older,0.072,texas
2443,1986,39.43,-99.995,1981 to 1990,2.443,kansas
1200,1947,40.81667,-102.25,1950 and older,1.2,colorado
6800,1936,30.13333,-102.15,1950 and older,6.8,texas
1330,1999,40.43333,-98.06667,1991 to 2000,1.33,nebraska
45000,1925,35.25,-106.5,1950 and older,45,new mexico
9350,1938,35.93333,-91.63333,1950 and older,9.35,arkansas
5950,1983,39.84433,-100.51,1981 to 1990,5.95,kansas
800000,1940,32.94889,-81.865,1950 and older,800,georgia
60000,1923,35.16667,-88.18333,1950 and older,60,tennessee
18.54,2002,40.86217,-118.54167,2001 to 2010,0.018539999999999997,nevada
8100,2006,37.52392,-98.62993,2001 to 2010,8.1,kansas
2135,1905,38.46667,-100.93333,1950 and older,2.135,kansas
10000,1867,36.76667,-86.16667,1950 and older,10,kentucky
118000,1937,32.5,-101,1950 and older,118,texas
13000,1962,32.93333,-102.58333,1961 to 1970,13,texas
4600,1976,32.91722,-102.5,1971 to 1980,4.6,texas
26810,1989,32.98333,-102.56667,1981 to 1990,26.81,texas
750,1956,39.36667,-100.63333,1951 to 1960,0.75,kansas
3500,1941,39.3,-102.83333,1950 and older,3.5,colorado
8600,1991,39.27667,-102.88667,1991 to 2000,8.6,colorado
1560,1960,39.53333,-100.56667,1951 to 1960,1.56,kansas
2200,1949,35.28333,-112.86667,1950 and older,2.2,arizona
140600,1906,32.4,-87,1950 and older,140.6,alabama
43900,1961,32.68333,-102.61667,1961 to 1970,43.9,texas
1184,1965,32.54333,-102.705,1961 to 1970,1.184,texas
1711,1967,32.55,-102.39167,1961 to 1970,1.711,texas
1710,1976,32.71667,-102.65,1971 to 1980,1.71,texas
758.2,1977,32.71667,-102.65,1971 to 1980,0.7582000000000001,texas
5421,2008,32.70038,-102.67268,2001 to 2010,5.421,texas
640.4,1999,32.71667,-102.65,1991 to 2000,0.6404,texas
478,1976,32.71667,-102.65,1971 to 1980,0.478,texas
1192.7,1976,32.71667,-102.65,1971 to 1980,1.1927,texas
1900,1936,39.83333,-96.06667,1950 and older,1.9,kansas
4000,1850,42.91667,-76.78333,1950 and older,4,new york:main
11500,1923,41.78333,-84.18333,1950 and older,11.5,michigan:south
3800,1977,34.26889,-101.64722,1971 to 1980,3.8,texas
25900,1940,37.2375,-92.78694,1950 and older,25.9,missouri
3027,1933,32.4,-102.58333,1950 and older,3.027,texas
4650,1936,33.7,-101.93333,1950 and older,4.65,texas
23400,1983,38.77083,-101.79833000000001,1981 to 1990,23.4,kansas
17500,1937,39.53333,-103.33333,1950 and older,17.5,colorado
62.1,1999,34.125,-115.56333,1991 to 2000,0.0621,california
4.4,1999,34.125,-115.56333,1991 to 2000,0.0044,california
9780,1962,38.7,-100.35,1961 to 1970,9.78,kansas
39000,1869,38.66667,-120.93333,1950 and older,39,california
12000,1907,39.76667,-76.66667,1950 and older,12,pennsylvania
6000,1941,41.05,-102.9,1950 and older,6,nebraska
1000,1962,33,-107.5,1961 to 1970,1,new mexico
43.8,2000,35.51752,-116.17607,1991 to 2000,0.0438,california
5100,1939,32.48333,-111.56667,1950 and older,5.1,arizona
11600,1887,41.23333,-104.98333,1950 and older,11.6,wyoming
218.8,2000,35.37333,-116.125,1991 to 2000,0.21880000000000002,california
16.5,2000,35.34443,-116.11485,1991 to 2000,0.0165,california
2576,1938,34.53333,-101.18333,1950 and older,2.576,texas
1070,1941,33.43333,-101.75,1950 and older,1.07,texas
78,1976,33.11861,-102.74056,1971 to 1980,0.078,texas
8220,1962,34.65,-91.58333,1961 to 1970,8.22,arkansas
1585,1937,39.83333,-99.01667,1950 and older,1.585,kansas
5000,1839,37.13333,-88.4,1950 and older,5,kentucky
69900,1940,34,-83.16667,1950 and older,69.9,georgia
5000,1863,36.41667,-80,1950 and older,5,north carolina:main
70500,1840,35.98333,-85.85,1950 and older,70.5,tennessee
254,2011,40.95465,-118.49693,2011 to current day,0.254,nevada
3273,1968,33.58333,-102.16667,1961 to 1970,3.273,texas
16900,1983,32.71667,-100.91667,1981 to 1990,16.9,texas
1160,1994,32.15833,-111.11333,1991 to 2000,1.16,arizona
99300,1927,33.7,-83.7,1950 and older,99.3,georgia
11800,1919,32.18333,-97.8,1950 and older,11.8,texas
60,1977,41.38333,-123.5,1971 to 1980,0.06,california
3700,1938,34.03333,-95.58333,1950 and older,3.7,oklahoma
2500,1893,41.65,-86.21667,1950 and older,2.5,indiana
6000,1915,43.03333,-78.03333,1950 and older,6,new york:main
4763,1971,34.26667,-101.25,1971 to 1980,4.763,texas
8860,2000,34.00111,-102.12833,1991 to 2000,8.86,texas
10400,1934,36.25,-101.21667,1950 and older,10.4,texas
8143,1965,36.34611,-97.185,1961 to 1970,8.143,oklahoma
3200,1937,37.38333,-102.63333,1950 and older,3.2,colorado
229.3,1937,37.48333,-102.67667,1950 and older,0.2293,colorado
17300,1980,34.34444,-102.22361,1971 to 1980,17.3,texas
983,2011,40.801,-114.701,2011 to current day,0.983,nevada
18,2011,40.792,-114.708,2011 to current day,0.018,nevada
373.5,1938,40.45,-100.75,1950 and older,0.3735,nebraska
3600,1863,37.75,-90.5,1950 and older,3.6,missouri
244500,1888,37.96667,-90.31667,1950 and older,244.5,missouri
2600,1965,31.73333,-101.505,1961 to 1970,2.6,texas
6800,1957,39.4,-100.03333,1951 to 1960,6.8,kansas
45.5,1971,34.31833,-103.47167,1971 to 1980,0.0455,new mexico
1250,2002,36.7845,-114.94967,2001 to 2010,1.25,nevada
2158.26,2000,32.4375,-81.91667,1991 to 2000,2.1582600000000003,georgia
43500,1869,38.21667,-79.05,1950 and older,43.5,virginia:main
1724.8,1950,34.21,-101.39,1950 and older,1.7247999999999999,texas
679.5,1900,40.6,-103.18333,1950 and older,0.6795,colorado
75.6,2001,36.2058,-116.17042,2001 to 2010,0.0756,california
28.9,2001,36.20758,-116.16918,2001 to 2010,0.0289,california
6.8,2001,36.21153,-116.16785,2001 to 2010,0.0068,nevada
58.9,2001,36.25547,-116.18552,2001 to 2010,0.0589,nevada
62,2001,36.22907,-116.17935,2001 to 2010,0.062,nevada
20.1,2001,36.23728,-116.1722,2001 to 2010,0.0201,nevada
8.7,2001,36.23722,-116.17242,2001 to 2010,0.0087,nevada
4.2,2001,36.23743,-116.17223,2001 to 2010,0.004200000000000001,nevada
375,2003,36.17557,-116.159,2001 to 2010,0.375,california
41.7,2003,36.18472,-116.14342,2001 to 2010,0.0417,california
49.6,2003,36.21017,-116.16825,2001 to 2010,0.0496,california
130,2012,36.235,-116.18358,2011 to current day,0.13,nevada
5000,1960,40.63783,-103.69717,1951 to 1960,5,colorado
2700,1942,37.28333,-102.2,1950 and older,2.7,colorado
121,1964,39.22167,-102.59,1961 to 1970,0.121,colorado
417,1983,29.30167,-103.5,1981 to 1990,0.417,texas
13700,2010,35.98728,-115.85828,2001 to 2010,13.7,nevada
1300,1952,37.5,-100.83333,1951 to 1960,1.3,kansas
1892,1990,32.98333,-102.37833,1981 to 1990,1.892,texas
6200,1979,34.76667,-102.41667,1971 to 1980,6.2,texas
1000,1890,34.2,-86.48333,1950 and older,1,alabama
4300,1985,36,-101.83333,1981 to 1990,4.3,texas
15.6,1985,39.16278,-112.70806,1981 to 1990,0.0156,utah
3.4,2000,35.25448,-117.10972,1991 to 2000,0.0034,california
145,2000,35.22358,-117.1136,1991 to 2000,0.145,california
65.6,2001,35.24742,-117.0999,2001 to 2010,0.06559999999999999,california
15.3,2001,35.23533,-117.1005,2001 to 2010,0.015300000000000001,california
32.92,2001,35.238,-117.0365,2001 to 2010,0.032920000000000005,california
78.5,2001,35.23883,-117.02667,2001 to 2010,0.0785,california
67.21,2001,35.23833,-117.03283,2001 to 2010,0.06720999999999999,california
77.44,2001,35.236,-117.044,2001 to 2010,0.07744,california
116.42,2001,35.23583,-117.044,2001 to 2010,0.11642,california
26.26,2001,35.23633,-117.04317,2001 to 2010,0.026260000000000002,california
2.52,2001,35.23617,-117.043,2001 to 2010,0.00252,california
2.74,2002,35.23333,-117.03945,2001 to 2010,0.0027400000000000002,california
1.77,2002,35.236,-117.04212,2001 to 2010,0.00177,california
2.74,2002,35.23667,-117.03945,2001 to 2010,0.0027400000000000002,california
307.75,2003,35.23858,-117.02628,2001 to 2010,0.30775,california
38.9,2004,35.23705,-117.01618,2001 to 2010,0.0389,california
15.8,2006,35.23625,-117.04638,2001 to 2010,0.0158,california
333,2000,32.87083,-115.7825,1991 to 2000,0.333,california
1500,1899,34.16667,-115.91667,1950 and older,1.5,california
7600,1964,40.6,-97.86667,1961 to 1970,7.6,nebraska
1200,1979,34.95,-107.16667,1971 to 1980,1.2,new mexico
1760,1961,32.55,-100.41667,1961 to 1970,1.76,texas
16.7,1925,47.25,-122.41667,1950 and older,0.0167,washington:main
270,1951,36.45,-104.1,1951 to 1960,0.27,new mexico
490,1951,36.45,-104.1,1951 to 1960,0.49,new mexico
25000,1934,34.45,-104.01667,1950 and older,25,new mexico
641,1984,34.45,-104.01667,1981 to 1990,0.641,new mexico
13000,1963,31.86667,-99.58333,1961 to 1970,13,texas
41,2004,44.93389,-116.43167,2001 to 2010,0.041,idaho
226.5,1967,39.32,-82.37,1961 to 1970,0.2265,ohio
1787,1938,33.23333,-103.44167,1950 and older,1.787,new mexico
27000,1853,36.43333,-83.75,1950 and older,27,tennessee
810,1983,34.53333,-108.35,1981 to 1990,0.81,new mexico
16600,1930,34.38333,-100.4,1950 and older,16.6,texas
5000,1959,31.11667,-97.3,1951 to 1960,5,texas
106,1998,35.91667,-114.43333,1991 to 2000,0.106,arizona
26200,1937,36.4,-103.01667,1950 and older,26.2,texas
218,1888,33.46667,-82.48333,1950 and older,0.218,georgia
500,1954,35.28333,-108.26667,1951 to 1960,0.5,new mexico
105,2008,35.16993,-114.45585,2001 to 2010,0.105,arizona
1959,1965,39.52167,-103.16667,1961 to 1970,1.959,colorado
860,1965,34.93333,-102.01667,1961 to 1970,0.86,texas
7,1982,34.98333,-101.73333,1981 to 1990,0.007,texas
8660,2011,45.425,-101.097,2011 to current day,8.66,south dakota
15300,1978,33.38333,-105.25,1971 to 1980,15.3,new mexico
260000,1965,34.25,-96.68333,1961 to 1970,260,oklahoma
5386,1963,37.2,-103.58333,1961 to 1970,5.386,colorado
6600,1974,33.21667,-102.63167,1971 to 1980,6.6,texas
823,1974,33.205,-102.65833,1971 to 1980,0.823,texas
43000,1859,32.23333,-88.2,1950 and older,43,alabama
1500,1863,42.88333,-73.6,1950 and older,1.5,new york:main
11800,1886,39.08333,-95.11667,1950 and older,11.8,kansas
1214.5,1962,41.11667,-89.80833,1961 to 1970,1.2145,illinois
175400,1889,30.3,-97.7,1950 and older,175.4,texas
5900,1889,30.55556,-97.95278,1950 and older,5.9,texas
505000,1858,43.36667,-88.13333,1950 and older,505,wisconsin
846,2005,33.91667,-112.55,2001 to 2010,0.846,arizona
43.4,1978,38.58139,-104.07667,1971 to 1980,0.0434,colorado
15900,1934,41.55,-100.96667,1950 and older,15.9,nebraska
975000,1850,31.85,-110.96667,1950 and older,975,arizona
2300,1981,34.66667,-102,1981 to 1990,2.3,texas
17.69,2001,38.99861,-113.38167,2001 to 2010,0.01769,utah
5.1,2009,38.94306,-113.37833,2001 to 2010,0.0050999999999999995,utah
1.32,2009,38.945,-113.38222,2001 to 2010,0.00132,utah
86000,1917,34.61667,-101.95,1950 and older,86,texas
4800,1917,34.53333,-101.7,1950 and older,4.8,texas
17700,1981,34.60667,-101.76667,1981 to 1990,17.7,texas
190,1969,34.555,-101.63,1961 to 1970,0.19,texas
31.73,2000,39.63611,-117.65472,1991 to 2000,0.03173,nevada
11.3,2001,39.67357,-117.60432,2001 to 2010,0.011300000000000001,nevada
7.8,2001,39.68449,-117.62072,2001 to 2010,0.0078,nevada
8.1,2001,39.68444,-117.62022,2001 to 2010,0.0081,nevada
4.7,2001,39.6844,-117.62007,2001 to 2010,0.0047,nevada
8.8,2001,39.68436,-117.62018,2001 to 2010,0.0088,nevada
44,2001,39.68518,-117.62105,2001 to 2010,0.044,nevada
7,2001,39.68072,-117.62778,2001 to 2010,0.007,nevada
31,2001,39.68035,-117.62918,2001 to 2010,0.031,nevada
13.4,2001,39.68432,-117.62052,2001 to 2010,0.0134,nevada
186.52,2003,39.683333,-117.616667,2001 to 2010,0.18652000000000002,nevada
4.48,2004,39.67917,-117.62675,2001 to 2010,0.0044800000000000005,nevada
41.6,2005,39.67888,-117.62945,2001 to 2010,0.0416,nevada
25.3,2007,39.68945,-117.62358,2001 to 2010,0.0253,nevada
26.1,2007,39.68908,-117.62257,2001 to 2010,0.0261,nevada
5.7,2007,39.6884,-117.62422,2001 to 2010,0.0057,nevada
4.6,2007,39.6872,-117.62618,2001 to 2010,0.0046,nevada
18.1,2007,39.68938,-117.62032,2001 to 2010,0.0181,nevada
9.3,2007,39.6772,-117.62858,2001 to 2010,0.009300000000000001,nevada
10.7,2007,39.68105,-117.61325,2001 to 2010,0.0107,nevada
68,2010,39.68973,-117.61822,2001 to 2010,0.068,nevada
280,2012,34.24216,-88.77594,2011 to current day,0.28,mississippi
22390,1953,47.6,-94.76667,1951 to 1960,22.39,minnesota
19700,1944,34.075,-116.01667,1950 and older,19.7,california
5130,1955,32.58333,-82.01667,1951 to 1960,5.13,georgia
19700,1962,37.63333,-102.41667,1961 to 1970,19.7,colorado
3000,1970,37.63333,-102.41667,1961 to 1970,3,colorado
21400,1999,46.7,-110.13333,1991 to 2000,21.4,montana
150,1985,32.25,-110.83333,1981 to 1990,0.15,arizona
3900,1927,37.6,-101.25,1950 and older,3.9,kansas
13000,1954,34.95,-102.1175,1951 to 1960,13,texas
6800,1853,34.75,-84,1950 and older,6.8,georgia
1000,1936,36.2,-103.9,1950 and older,1,new mexico
8200,1915,29.2,-99.76667,1950 and older,8.2,texas
72700,1930,35.51667,-79.96667,1950 and older,72.7,north carolina:main
2300,1942,42.93333,-100.75,1950 and older,2.3,nebraska
129.9,1929,35.46667,-115.66667,1950 and older,0.12990000000000002,california
1013,1960,32.4,-97.08333,1951 to 1960,1.013,texas
34360,1991,39.73633,-96.36133,1991 to 2000,34.36,kansas
35,1934,34.68333,-101.38333,1950 and older,0.035,texas
50000,1873,39.33333,-98.16667,1950 and older,50,kansas
87500,1932,35.84083,-104.58583,1950 and older,87.5,new mexico
9,1986,38.67667,-113.30167,1981 to 1990,0.009,utah
11875,1963,36.15,-101.05,1961 to 1970,11.875,texas
2000,1983,32.4,-101.95,1981 to 1990,2,texas
1300,1937,39.1,-98.83333,1950 and older,1.3,kansas
13600,1887,36.63333,-83.83333,1950 and older,13.6,kentucky
74800,1832,34,-87.16667,1950 and older,74.8,alabama
430000,1927,35.8,-113.7,1950 and older,430,arizona
1600,1956,37.325,-84.71667,1951 to 1960,1.6,kentucky
220,1978,43.827,-70.24717,1971 to 1980,0.22,maine
23410,1948,43,-107.16667,1950 and older,23.41,wyoming
3000,1976,32.90333,-102.925,1971 to 1980,3,texas
156.9,2003,34.78698,-114.25052,2001 to 2010,0.1569,arizona
5750,1927,39.7,-103.16667,1950 and older,5.75,colorado
37125,1917,47.767778,-119.876389,1950 and older,37.125,washington:main
566,1939,39.81667,-94.91667,1950 and older,0.566,kansas
5025,1960,35.833333,-98.4,1951 to 1960,5.025,oklahoma
4400,1983,32.68333,-85.56667,1981 to 1990,4.4,alabama
23600,1973,34.80167,-101.68333,1971 to 1980,23.6,texas
2000,1926,35.5,-98.7,1950 and older,2,oklahoma
38800,1898,34.25,-112.75,1950 and older,38.8,arizona
27700,1934,40.35,-103.95,1950 and older,27.7,colorado
13400,1955,34.95,-100.25,1951 to 1960,13.4,texas
55000,1940,33.03333,-102.33333,1950 and older,55,texas
343,1964,33.025,-102.41667,1961 to 1970,0.343,texas
45000,1964,33.03333,-102.33333,1961 to 1970,45,texas
1615,1966,33.01667,-102.36667,1961 to 1970,1.615,texas
959,1973,33.67833,-102.315,1971 to 1980,0.959,texas
4135,1985,33.05,-101.93333,1981 to 1990,4.135,texas
3100,1972,33.075,-102.045,1971 to 1980,3.1,texas
1750,1890,35,-94,1950 and older,1.75,arkansas
10.4,1997,35.89,-114.20333,1991 to 2000,0.0104,arizona
11.7,1999,35.85667,-114.22333,1991 to 2000,0.011699999999999999,arizona
221,1937,42.03333,-101.5,1950 and older,0.221,nebraska
2367,1971,37.59183,-97.21497,1971 to 1980,2.367,kansas
145000,1836,34.06667,-98.91667,1950 and older,145,texas
9200,1940,33.96667,-112.73333,1950 and older,9.2,arizona
372,1965,34.7,-113.6,1961 to 1970,0.372,arizona
207.8,1940,37.08333,-101.76667,1950 and older,0.2078,kansas
1360,1979,39.41667,-103.2,1971 to 1980,1.36,colorado
202,1998,32.56533,-111.7255,1991 to 2000,0.202,arizona
26600,1982,43.72444,-116.91167,1981 to 1990,26.6,idaho
3500,1938,38.15,-102.66667,1950 and older,3.5,colorado
15500000,1902,45.36667,-122.58333,1950 and older,15500,oregon
800,1978,34.43333,-105.78333,1971 to 1980,0.8,new mexico
12700,1934,34.5,-105.83333,1950 and older,12.7,new mexico
61.5,1979,32.125,-109.83333,1971 to 1980,0.0615,arizona
12,2001,32.18167,-109.7895,2001 to 2010,0.012,arizona
19.9,2004,32.14202,-109.82423,2001 to 2010,0.019899999999999998,arizona
278.4,2004,32.0939,-109.88412,2001 to 2010,0.2784,arizona
3.1,2004,32.11288,-109.89265,2001 to 2010,0.0031,arizona
62.4,2004,32.18843,-109.84563,2001 to 2010,0.0624,arizona
160,2009,32.07667,-109.8455,2001 to 2010,0.16,arizona
7645,1962,47.98333,-103.65,1961 to 1970,7.645,north dakota
51000,1914,43.46667,-106.76667,1950 and older,51,wyoming
552,2006,35.37358,-115.34388,2001 to 2010,0.552,california
2070,1971,36.73333,-102.2,1971 to 1980,2.07,oklahoma
3000,1951,37.53333,-98.36667,1951 to 1960,3,kansas
2000,1944,37.38333,-96.86667,1950 and older,2,kansas
7800,1976,29.96667,-98.11667,1971 to 1980,7.8,texas
24000,1928,35.2,-111.4,1950 and older,24,arizona
2100,2002,32.95,-114.666667,2001 to 2010,2.1,california
8732,1950,47.70667,-119.83,1950 and older,8.732,washington:main
74830,1981,44.4,-98.53333,1981 to 1990,74.83,south dakota
48200,1953,42.34667,-90.1675,1951 to 1960,48.2,illinois
3867,1918,35.68333,-82.18333,1950 and older,3.867,north carolina:main
45500,1923,36.5,-99.5,1950 and older,45.5,oklahoma
22700,1858,40.76667,-81.95,1950 and older,22.7,ohio
281.7,1936,40.05,-102.2,1950 and older,0.2817,colorado
3884,1938,40.33083,-102.19583,1950 and older,3.884,colorado
4.5,2011,39.55801,-114.42715,2011 to current day,0.0045,nevada
76000,2007,39.35067,-114.40783,2001 to 2010,76,nevada
5920,1966,38.9,-99.43333,1961 to 1970,5.92,kansas
835,1878,40.75,-97.5,1950 and older,0.835,nebraska
1440,1928,40.86667,-97.6,1950 and older,1.44,nebraska
3500,1957,28.95,-97.40278,1951 to 1960,3.5,texas
140700,1914,31.65,-106.18333,1950 and older,140.7,texas
3,2011,34.8197,-114.2761,2011 to current day,0.003,arizona
25.9,2011,34.82658,-114.27763,2011 to current day,0.0259,arizona
200,2011,34.81923,-114.27735,2011 to current day,0.2,arizona
3000,1919,35,-94.75,1950 and older,3,oklahoma
3700,1955,42.51333,-88.48944,1951 to 1960,3.7,wisconsin
200,1976,33.98333,-115.68333,1971 to 1980,0.2,california
