mass_g,year,reclat,reclong,time_period,mass_kg
6.7,1997,-84,168,1991 to 2000,0.0067
2.2,1997,-84,168,1991 to 2000,0.0022
41.4,1997,-84,168,1991 to 2000,0.0414
38.5,1997,-84,168,1991 to 2000,0.0385
26.5,1997,-84,168,1991 to 2000,0.0265
80.5,1997,-84,168,1991 to 2000,0.0805
130,1997,-84,168,1991 to 2000,0.13
33.3,1997,-84,168,1991 to 2000,0.033299999999999996
25.2,1997,-84,168,1991 to 2000,0.0252
15.3,1997,-84,168,1991 to 2000,0.015300000000000001
22.5,1997,-84,168,1991 to 2000,0.0225
2.9,1997,-84,168,1991 to 2000,0.0029
2.2,1997,-84,168,1991 to 2000,0.0022
5.2,1997,-84,168,1991 to 2000,0.0052
9.3,1997,-84,168,1991 to 2000,0.009300000000000001
2.2,1997,-84,168,1991 to 2000,0.0022
2.1,1997,-84,168,1991 to 2000,0.0021000000000000003
1.5,1997,-84,168,1991 to 2000,0.0015
16.3,1997,-84,168,1991 to 2000,0.016300000000000002
4.6,1997,-84,168,1991 to 2000,0.0046
1.1,1997,-84,168,1991 to 2000,0.0011
2.1,1997,-84,168,1991 to 2000,0.0021000000000000003
3.6,1997,-84,168,1991 to 2000,0.0036
12.3,1997,-84,168,1991 to 2000,0.0123
1.2,1997,-84,168,1991 to 2000,0.0012
9.1,1997,-84,168,1991 to 2000,0.0091
3.1,1997,-84,168,1991 to 2000,0.0031
3.5,1997,-84,168,1991 to 2000,0.0035
3.5,1997,-84,168,1991 to 2000,0.0035
2,1997,-84,168,1991 to 2000,0.002
8.6,1997,-84,168,1991 to 2000,0.0086
50.4,1997,-84,168,1991 to 2000,0.0504
29.2,1997,-84,168,1991 to 2000,0.0292
28.6,1997,-84,168,1991 to 2000,0.0286
78.8,1997,-84,168,1991 to 2000,0.0788
37.6,1997,-84,168,1991 to 2000,0.0376
96.9,1997,-84,168,1991 to 2000,0.0969
78.5,1997,-84,168,1991 to 2000,0.0785
26.1,1997,-84,168,1991 to 2000,0.0261
39,1997,-84,168,1991 to 2000,0.039
92.8,1997,-84,168,1991 to 2000,0.0928
7.7,1997,-84,168,1991 to 2000,0.0077
21.6,1997,-84,168,1991 to 2000,0.0216
10.1,1997,-84,168,1991 to 2000,0.0101
3.5,1997,-84,168,1991 to 2000,0.0035
4.4,1997,-84,168,1991 to 2000,0.0044
22.8,1997,-84,168,1991 to 2000,0.0228
5.7,1997,-84,168,1991 to 2000,0.0057
3.4,1997,-84,168,1991 to 2000,0.0034
3.3,1997,-84,168,1991 to 2000,0.0033
16,1997,-84,168,1991 to 2000,0.016
33.9,1997,-84,168,1991 to 2000,0.0339
33.9,1997,-84,168,1991 to 2000,0.0339
3.3,1997,-84,168,1991 to 2000,0.0033
3.3,1997,-84,168,1991 to 2000,0.0033
56.5,1997,-84,168,1991 to 2000,0.0565
173.1,1997,-84,168,1991 to 2000,0.1731
18.3,1997,-84,168,1991 to 2000,0.0183
19,1997,-84,168,1991 to 2000,0.019
31.9,1997,-84,168,1991 to 2000,0.0319
8.6,1997,-84,168,1991 to 2000,0.0086
72,1997,-84,168,1991 to 2000,0.072
16.8,1997,-84,168,1991 to 2000,0.016800000000000002
9.8,1997,-84,168,1991 to 2000,0.009800000000000001
6.5,1997,-84,168,1991 to 2000,0.0065
1.9,1997,-84,168,1991 to 2000,0.0019
14.5,1997,-84,168,1991 to 2000,0.0145
14.5,1997,-84,168,1991 to 2000,0.0145
0.9,1997,-84,168,1991 to 2000,9e-4
4.8,1997,-84,168,1991 to 2000,0.0048
4.6,1997,-84,168,1991 to 2000,0.0046
49.4,1997,-84,168,1991 to 2000,0.0494
127.3,1997,-84,168,1991 to 2000,0.1273
26.6,1997,-84,168,1991 to 2000,0.026600000000000002
48.8,1997,-84,168,1991 to 2000,0.048799999999999996
29.5,1997,-84,168,1991 to 2000,0.0295
20.1,1997,-84,168,1991 to 2000,0.0201
17.8,1997,-84,168,1991 to 2000,0.0178
18.5,1997,-84,168,1991 to 2000,0.0185
24,1997,-84,168,1991 to 2000,0.024
41.6,1997,-84,168,1991 to 2000,0.0416
7.2,1997,-84,168,1991 to 2000,0.0072
2.9,1997,-84,168,1991 to 2000,0.0029
8.9,1997,-84,168,1991 to 2000,0.0089
1.7,1997,-84,168,1991 to 2000,0.0017
9.4,1997,-84,168,1991 to 2000,0.0094
5.2,1997,-84,168,1991 to 2000,0.0052
37.7,1997,-84,168,1991 to 2000,0.037700000000000004
30.4,1997,-84,168,1991 to 2000,0.0304
27.7,1997,-84,168,1991 to 2000,0.0277
9.8,1997,-84,168,1991 to 2000,0.009800000000000001
31.1,1997,-84,168,1991 to 2000,0.031100000000000003
71.1,1997,-84,168,1991 to 2000,0.0711
116.8,1997,-84,168,1991 to 2000,0.1168
15.4,1997,-84,168,1991 to 2000,0.0154
22.2,1997,-84,168,1991 to 2000,0.0222
38,1997,-84,168,1991 to 2000,0.038
23.8,1997,-84,168,1991 to 2000,0.0238
2.3,1997,-84,168,1991 to 2000,0.0023
4.1,1997,-84,168,1991 to 2000,0.0040999999999999995
9.2,1997,-84,168,1991 to 2000,0.0092
21.2,1997,-84,168,1991 to 2000,0.0212
2.8,1997,-84,168,1991 to 2000,0.0028
2.9,1997,-84,168,1991 to 2000,0.0029
14.7,1997,-84,168,1991 to 2000,0.0147
11.7,1997,-84,168,1991 to 2000,0.011699999999999999
5.4,1997,-84,168,1991 to 2000,0.0054
1.9,1997,-84,168,1991 to 2000,0.0019
2,1997,-84,168,1991 to 2000,0.002
2,1997,-84,168,1991 to 2000,0.002
6.1,1997,-84,168,1991 to 2000,0.0060999999999999995
6.9,1997,-84,168,1991 to 2000,0.006900000000000001
2.7,1997,-84,168,1991 to 2000,0.0027
2.7,1997,-84,168,1991 to 2000,0.0027
6.1,1997,-84,168,1991 to 2000,0.0060999999999999995
1.4,1997,-84,168,1991 to 2000,0.0014
3.7,1997,-84,168,1991 to 2000,0.0037
7.8,1997,-84,168,1991 to 2000,0.0078
10.7,1997,-84,168,1991 to 2000,0.0107
14.7,1997,-84,168,1991 to 2000,0.0147
1.3,1997,-84,168,1991 to 2000,0.0013
14,1997,-84,168,1991 to 2000,0.014
15.1,1997,-84,168,1991 to 2000,0.015099999999999999
56.3,1997,-84,168,1991 to 2000,0.056299999999999996
9.7,1997,-84,168,1991 to 2000,0.009699999999999999
2.6,1997,-84,168,1991 to 2000,0.0026
1.3,1997,-84,168,1991 to 2000,0.0013
3.7,1997,-84,168,1991 to 2000,0.0037
5.5,1997,-84,168,1991 to 2000,0.0055
5.5,1997,-84,168,1991 to 2000,0.0055
10.7,1997,-84,168,1991 to 2000,0.0107
5,1997,-84,168,1991 to 2000,0.005
29,1997,-84,168,1991 to 2000,0.029
19.7,1997,-84,168,1991 to 2000,0.0197
19.3,1997,-84,168,1991 to 2000,0.0193
13.3,1997,-84,168,1991 to 2000,0.013300000000000001
6.6,1997,-84,168,1991 to 2000,0.0066
6.8,1997,-84,168,1991 to 2000,0.0068
3.5,1997,-84,168,1991 to 2000,0.0035
13.2,1997,-84,168,1991 to 2000,0.0132
12.6,1997,-84,168,1991 to 2000,0.0126
13.9,1997,-84,168,1991 to 2000,0.013900000000000001
16.6,1997,-84,168,1991 to 2000,0.0166
18.3,1997,-84,168,1991 to 2000,0.0183
16.4,1997,-84,168,1991 to 2000,0.016399999999999998
28.4,1997,-84,168,1991 to 2000,0.028399999999999998
50.1,1997,-84,168,1991 to 2000,0.0501
1.9,1997,-84,168,1991 to 2000,0.0019
1.6,1997,-84,168,1991 to 2000,0.0016
7.2,1997,-84,168,1991 to 2000,0.0072
41.3,1997,-84,168,1991 to 2000,0.041299999999999996
56.5,1997,-84,168,1991 to 2000,0.0565
34.1,1997,-84,168,1991 to 2000,0.0341
3.2,1997,-84,168,1991 to 2000,0.0032
36.1,1997,-84,168,1991 to 2000,0.0361
36.1,1997,-84,168,1991 to 2000,0.0361
1.6,1997,-84,168,1991 to 2000,0.0016
2.4,1997,-84,168,1991 to 2000,0.0024
3.8,1997,-84,168,1991 to 2000,0.0038
20.6,1997,-84,168,1991 to 2000,0.0206
23.6,1997,-84,168,1991 to 2000,0.023600000000000003
69.9,1997,-84,168,1991 to 2000,0.0699
34.3,1997,-84,168,1991 to 2000,0.0343
19.2,1997,-84,168,1991 to 2000,0.0192
21.8,1997,-84,168,1991 to 2000,0.0218
26.8,1997,-84,168,1991 to 2000,0.0268
8.8,1997,-84,168,1991 to 2000,0.0088
1.1,1997,-84,168,1991 to 2000,0.0011
1.1,1997,-84,168,1991 to 2000,0.0011
35.4,1997,-84,168,1991 to 2000,0.0354
5.5,1997,-84,168,1991 to 2000,0.0055
55,1997,-84,168,1991 to 2000,0.055
24.3,1997,-84,168,1991 to 2000,0.024300000000000002
20.1,1997,-84,168,1991 to 2000,0.0201
6.9,1997,-84,168,1991 to 2000,0.006900000000000001
14.2,1997,-84,168,1991 to 2000,0.014199999999999999
9.4,1997,-84,168,1991 to 2000,0.0094
14,1997,-84,168,1991 to 2000,0.014
8.9,1997,-84,168,1991 to 2000,0.0089
3.9,1997,-84,168,1991 to 2000,0.0039
7.7,1997,-84,168,1991 to 2000,0.0077
11.6,1997,-84,168,1991 to 2000,0.0116
5.7,1997,-84,168,1991 to 2000,0.0057
2,1997,-84,168,1991 to 2000,0.002
3.2,1997,-84,168,1991 to 2000,0.0032
3.2,1997,-84,168,1991 to 2000,0.0032
6.8,1997,-84,168,1991 to 2000,0.0068
6.9,1997,-84,168,1991 to 2000,0.006900000000000001
6.9,1997,-84,168,1991 to 2000,0.006900000000000001
2.9,1997,-84,168,1991 to 2000,0.0029
4.7,1997,-84,168,1991 to 2000,0.0047
4.7,1997,-84,168,1991 to 2000,0.0047
4.2,1997,-84,168,1991 to 2000,0.004200000000000001
1.9,1997,-84,168,1991 to 2000,0.0019
6.8,1997,-84,168,1991 to 2000,0.0068
3.3,1997,-84,168,1991 to 2000,0.0033
4.6,1997,-84,168,1991 to 2000,0.0046
26.7,1997,-84,168,1991 to 2000,0.026699999999999998
3.4,1997,-84,168,1991 to 2000,0.0034
7.4,1997,-84,168,1991 to 2000,0.0074
7.4,1997,-84,168,1991 to 2000,0.0074
17.8,1997,-84,168,1991 to 2000,0.0178
2.4,1997,-84,168,1991 to 2000,0.0024
12.9,1997,-84,168,1991 to 2000,0.0129
23.8,1997,-84,168,1991 to 2000,0.0238
4,1997,-84,168,1991 to 2000,0.004
7,1997,-84,168,1991 to 2000,0.007
25.2,1997,-84,168,1991 to 2000,0.0252
4.3,1997,-84,168,1991 to 2000,0.0043
1.1,1997,-84,168,1991 to 2000,0.0011
15.5,1997,-84,168,1991 to 2000,0.0155
55.7,1997,-84,168,1991 to 2000,0.0557
18.1,1997,-84,168,1991 to 2000,0.0181
1.8,1997,-84,168,1991 to 2000,0.0018
1.8,1997,-84,168,1991 to 2000,0.0018
0.9,1997,-84,168,1991 to 2000,9e-4
25.6,1997,-84,168,1991 to 2000,0.0256
48.1,1997,-84,168,1991 to 2000,0.048100000000000004
81,1997,-84,168,1991 to 2000,0.081
43.7,1997,-84,168,1991 to 2000,0.0437
2.3,1997,-84,168,1991 to 2000,0.0023
2.6,1997,-84,168,1991 to 2000,0.0026
5.8,1997,-84,168,1991 to 2000,0.0058
22.4,1997,-84,168,1991 to 2000,0.0224
15.4,1997,-84,168,1991 to 2000,0.0154
13.4,1997,-84,168,1991 to 2000,0.0134
45.9,1997,-84,168,1991 to 2000,0.045899999999999996
4.6,1997,-84,168,1991 to 2000,0.0046
28.6,1997,-84,168,1991 to 2000,0.0286
1.4,1997,-84,168,1991 to 2000,0.0014
20.6,1997,-84,168,1991 to 2000,0.0206
3.8,1997,-84,168,1991 to 2000,0.0038
26.8,1997,-84,168,1991 to 2000,0.0268
77.6,1997,-84,168,1991 to 2000,0.07759999999999999
150.4,1997,-84,168,1991 to 2000,0.1504
21.1,1997,-84,168,1991 to 2000,0.0211
8.3,1997,-84,168,1991 to 2000,0.0083
5.7,1997,-84,168,1991 to 2000,0.0057
12.5,1997,-84,168,1991 to 2000,0.0125
23.5,1997,-84,168,1991 to 2000,0.0235
25.9,1997,-84,168,1991 to 2000,0.0259
6.2,1997,-84,168,1991 to 2000,0.0062
6.3,1997,-84,168,1991 to 2000,0.0063
69.4,1997,-84,168,1991 to 2000,0.0694
34.5,1997,-84,168,1991 to 2000,0.0345
31.2,1997,-84,168,1991 to 2000,0.0312
1.8,1997,-84,168,1991 to 2000,0.0018
1.9,1997,-84,168,1991 to 2000,0.0019
1.9,1997,-84,168,1991 to 2000,0.0019
7.1,1997,-84,168,1991 to 2000,0.0070999999999999995
11.9,1997,-84,168,1991 to 2000,0.0119
12.7,1997,-84,168,1991 to 2000,0.0127
117,1997,-84,168,1991 to 2000,0.117
62.9,1997,-84,168,1991 to 2000,0.0629
21.8,1997,-84,168,1991 to 2000,0.0218
3.1,1997,-84,168,1991 to 2000,0.0031
5.9,1997,-84,168,1991 to 2000,0.005900000000000001
3.8,1997,-84,168,1991 to 2000,0.0038
4.3,1997,-84,168,1991 to 2000,0.0043
7.8,1997,-84,168,1991 to 2000,0.0078
7.5,1997,-84,168,1991 to 2000,0.0075
4.8,1997,-84,168,1991 to 2000,0.0048
1.4,1997,-84,168,1991 to 2000,0.0014
1.3,1997,-84,168,1991 to 2000,0.0013
12.4,1997,-84,168,1991 to 2000,0.0124
12.4,1997,-84,168,1991 to 2000,0.0124
1.7,1997,-84,168,1991 to 2000,0.0017
1.7,1997,-84,168,1991 to 2000,0.0017
4.4,1997,-84,168,1991 to 2000,0.0044
4.4,1997,-84,168,1991 to 2000,0.0044
0.7,1997,-84,168,1991 to 2000,7e-4
5.3,1997,-84,168,1991 to 2000,0.0053
6.6,1997,-84,168,1991 to 2000,0.0066
12,1997,-84,168,1991 to 2000,0.012
12.2,1997,-84,168,1991 to 2000,0.012199999999999999
24.1,1997,-84,168,1991 to 2000,0.0241
30.6,1997,-84,168,1991 to 2000,0.030600000000000002
10.6,1997,-84,168,1991 to 2000,0.0106
42.1,1997,-84,168,1991 to 2000,0.0421
22.7,1997,-84,168,1991 to 2000,0.022699999999999998
9.6,1997,-84,168,1991 to 2000,0.0096
126.5,1997,-84,168,1991 to 2000,0.1265
35.7,1997,-84,168,1991 to 2000,0.0357
52,1997,-84,168,1991 to 2000,0.052
79.1,1997,-84,168,1991 to 2000,0.07909999999999999
100.8,1997,-84,168,1991 to 2000,0.1008
74.7,1997,-84,168,1991 to 2000,0.0747
58.7,1997,-84,168,1991 to 2000,0.0587
110.9,1997,-84,168,1991 to 2000,0.11090000000000001
38.7,1997,-84,168,1991 to 2000,0.038700000000000005
1.7,1997,-84,168,1991 to 2000,0.0017
52.1,1997,-84,168,1991 to 2000,0.0521
167.6,1997,-84,168,1991 to 2000,0.1676
70.5,1997,-84,168,1991 to 2000,0.0705
11.7,1997,-84,168,1991 to 2000,0.011699999999999999
4.5,1997,-84,168,1991 to 2000,0.0045
16.2,1997,-84,168,1991 to 2000,0.0162
10.6,1997,-84,168,1991 to 2000,0.0106
12.2,1997,-84,168,1991 to 2000,0.012199999999999999
10.1,1997,-84,168,1991 to 2000,0.0101
10.1,1997,-84,168,1991 to 2000,0.0101
7,1997,-84,168,1991 to 2000,0.007
7,1997,-84,168,1991 to 2000,0.007
16.4,1997,-84,168,1991 to 2000,0.016399999999999998
3.7,1997,-84,168,1991 to 2000,0.0037
3.1,1997,-84,168,1991 to 2000,0.0031
1.3,1997,-84,168,1991 to 2000,0.0013
4.1,1997,-84,168,1991 to 2000,0.0040999999999999995
12.9,1997,-84,168,1991 to 2000,0.0129
19.8,1997,-84,168,1991 to 2000,0.0198
19.8,1997,-84,168,1991 to 2000,0.0198
3.8,1997,-84,168,1991 to 2000,0.0038
1.4,1997,-84,168,1991 to 2000,0.0014
1.4,1997,-84,168,1991 to 2000,0.0014
2.5,1997,-84,168,1991 to 2000,0.0025
1.7,1997,-84,168,1991 to 2000,0.0017
7.1,1997,-84,168,1991 to 2000,0.0070999999999999995
7.1,1997,-84,168,1991 to 2000,0.0070999999999999995
0.9,1997,-84,168,1991 to 2000,9e-4
37.6,1997,-84,168,1991 to 2000,0.0376
182.4,1997,-84,168,1991 to 2000,0.1824
68,1997,-84,168,1991 to 2000,0.068
31.9,1997,-84,168,1991 to 2000,0.0319
65,1997,-84,168,1991 to 2000,0.065
26.7,1997,-84,168,1991 to 2000,0.026699999999999998
16.7,1997,-84,168,1991 to 2000,0.0167
14.7,1997,-84,168,1991 to 2000,0.0147
13.8,1997,-84,168,1991 to 2000,0.013800000000000002
115.8,1997,-84,168,1991 to 2000,0.1158
82.9,1997,-84,168,1991 to 2000,0.0829
46.9,1997,-84,168,1991 to 2000,0.0469
121.1,1997,-84,168,1991 to 2000,0.1211
38.9,1997,-84,168,1991 to 2000,0.0389
8.7,1997,-84,168,1991 to 2000,0.0087
44.3,1997,-84,168,1991 to 2000,0.0443
15.3,1997,-84,168,1991 to 2000,0.015300000000000001
8.5,1997,-84,168,1991 to 2000,0.0085
13.6,1997,-84,168,1991 to 2000,0.0136
1.8,1997,-84,168,1991 to 2000,0.0018
27.4,1997,-84,168,1991 to 2000,0.027399999999999997
3.4,1997,-84,168,1991 to 2000,0.0034
19.6,1997,-84,168,1991 to 2000,0.019600000000000003
20.5,1997,-84,168,1991 to 2000,0.0205
20.5,1997,-84,168,1991 to 2000,0.0205
4.1,1997,-84,168,1991 to 2000,0.0040999999999999995
3.4,1997,-84,168,1991 to 2000,0.0034
18.4,1997,-84,168,1991 to 2000,0.0184
4.7,1997,-84,168,1991 to 2000,0.0047
2.8,1997,-84,168,1991 to 2000,0.0028
98.1,1997,-84,168,1991 to 2000,0.09809999999999999
40,1997,-84,168,1991 to 2000,0.04
99.9,1997,-84,168,1991 to 2000,0.0999
22.8,1997,-84,168,1991 to 2000,0.0228
47.5,1997,-84,168,1991 to 2000,0.0475
26.6,1997,-84,168,1991 to 2000,0.026600000000000002
21.5,1997,-84,168,1991 to 2000,0.0215
13,1997,-84,168,1991 to 2000,0.013
31.9,1997,-84,168,1991 to 2000,0.0319
27.2,1997,-84,168,1991 to 2000,0.0272
5.7,1997,-84,168,1991 to 2000,0.0057
5.8,1997,-84,168,1991 to 2000,0.0058
4.5,1997,-84,168,1991 to 2000,0.0045
4.5,1997,-84,168,1991 to 2000,0.0045
0.7,1997,-84,168,1991 to 2000,7e-4
2.6,1997,-84,168,1991 to 2000,0.0026
3.9,1997,-84,168,1991 to 2000,0.0039
2.5,1997,-84,168,1991 to 2000,0.0025
14.3,1997,-84,168,1991 to 2000,0.0143
14.5,1997,-84,168,1991 to 2000,0.0145
3.2,1997,-84,168,1991 to 2000,0.0032
2.9,1997,-84,168,1991 to 2000,0.0029
1.8,1997,-84,168,1991 to 2000,0.0018
3.9,1997,-84,168,1991 to 2000,0.0039
18.3,1997,-84,168,1991 to 2000,0.0183
18.3,1997,-84,168,1991 to 2000,0.0183
2.1,1997,-84,168,1991 to 2000,0.0021000000000000003
3.3,1997,-84,168,1991 to 2000,0.0033
2.2,1997,-84,168,1991 to 2000,0.0022
9.2,1997,-84,168,1991 to 2000,0.0092
15.3,1997,-84,168,1991 to 2000,0.015300000000000001
10.4,1997,-84,168,1991 to 2000,0.0104
31.3,1997,-84,168,1991 to 2000,0.0313
31.4,1997,-84,168,1991 to 2000,0.0314
37.4,1997,-84,168,1991 to 2000,0.037399999999999996
15.7,1997,-84,168,1991 to 2000,0.0157
12,1997,-84,168,1991 to 2000,0.012
5.1,1997,-84,168,1991 to 2000,0.0050999999999999995
1.6,1997,-84,168,1991 to 2000,0.0016
4.8,1997,-84,168,1991 to 2000,0.0048
29.4,1997,-84,168,1991 to 2000,0.0294
28.7,1997,-84,168,1991 to 2000,0.0287
49.3,1997,-84,168,1991 to 2000,0.0493
21,1997,-84,168,1991 to 2000,0.021
15.1,1997,-84,168,1991 to 2000,0.015099999999999999
11.5,1997,-84,168,1991 to 2000,0.0115
18,1997,-84,168,1991 to 2000,0.018
128.1,1997,-84,168,1991 to 2000,0.1281
22.9,1997,-84,168,1991 to 2000,0.0229
36.1,1997,-84,168,1991 to 2000,0.0361
15.9,1997,-84,168,1991 to 2000,0.0159
6,1997,-84,168,1991 to 2000,0.006
2.3,1997,-84,168,1991 to 2000,0.0023
13.7,1997,-84,168,1991 to 2000,0.013699999999999999
2.4,1997,-84,168,1991 to 2000,0.0024
5.7,1997,-84,168,1991 to 2000,0.0057
6.9,1997,-84,168,1991 to 2000,0.006900000000000001
8.3,1997,-84,168,1991 to 2000,0.0083
1.4,1997,-84,168,1991 to 2000,0.0014
14.8,1997,-84,168,1991 to 2000,0.0148
3.8,1997,-84,168,1991 to 2000,0.0038
3.8,1997,-84,168,1991 to 2000,0.0038
9.6,1997,-84,168,1991 to 2000,0.0096
6.7,1997,-84,168,1991 to 2000,0.0067
1.8,1997,-84,168,1991 to 2000,0.0018
3.6,1997,-84,168,1991 to 2000,0.0036
2.1,1997,-84,168,1991 to 2000,0.0021000000000000003
11,1997,-84,168,1991 to 2000,0.011
18.9,1997,-84,168,1991 to 2000,0.0189
5.3,1997,-84,168,1991 to 2000,0.0053
58.4,1997,-84,168,1991 to 2000,0.0584
43.6,1997,-84,168,1991 to 2000,0.0436
52.9,1997,-84,168,1991 to 2000,0.052899999999999996
21,1997,-84,168,1991 to 2000,0.021
14.5,1997,-84,168,1991 to 2000,0.0145
89.7,1997,-84,168,1991 to 2000,0.0897
51.1,1997,-84,168,1991 to 2000,0.0511
6.5,1997,-84,168,1991 to 2000,0.0065
51.6,1997,-84,168,1991 to 2000,0.0516
3.4,1997,-84,168,1991 to 2000,0.0034
5,1997,-84,168,1991 to 2000,0.005
7.8,1997,-84,168,1991 to 2000,0.0078
2.7,1997,-84,168,1991 to 2000,0.0027
42,1997,-84,168,1991 to 2000,0.042
1.7,1997,-84,168,1991 to 2000,0.0017
12.9,1997,-84,168,1991 to 2000,0.0129
8.8,1997,-84,168,1991 to 2000,0.0088
8.5,1997,-84,168,1991 to 2000,0.0085
3.5,1997,-84,168,1991 to 2000,0.0035
1.8,1997,-84,168,1991 to 2000,0.0018
34.8,1997,-84,168,1991 to 2000,0.0348
17.6,1997,-84,168,1991 to 2000,0.0176
72.7,1997,-84,168,1991 to 2000,0.0727
10,1997,-84,168,1991 to 2000,0.01
21.9,1997,-84,168,1991 to 2000,0.0219
5.2,1997,-84,168,1991 to 2000,0.0052
2.4,1997,-84,168,1991 to 2000,0.0024
4.7,1997,-84,168,1991 to 2000,0.0047
4.7,1997,-84,168,1991 to 2000,0.0047
1.8,1997,-84,168,1991 to 2000,0.0018
4.1,1997,-84,168,1991 to 2000,0.0040999999999999995
15.2,1997,-84,168,1991 to 2000,0.0152
81.3,1997,-84,168,1991 to 2000,0.0813
8.2,1997,-84,168,1991 to 2000,0.008199999999999999
39.3,1997,-84,168,1991 to 2000,0.039299999999999995
35.4,1997,-84,168,1991 to 2000,0.0354
49.1,1997,-84,168,1991 to 2000,0.049100000000000005
68.6,1997,-84,168,1991 to 2000,0.0686
43.4,1997,-84,168,1991 to 2000,0.0434
8.4,1997,-84,168,1991 to 2000,0.008400000000000001
20.5,1997,-84,168,1991 to 2000,0.0205
6,1997,-84,168,1991 to 2000,0.006
8.9,1997,-84,168,1991 to 2000,0.0089
48.8,1997,-84,168,1991 to 2000,0.048799999999999996
20.3,1997,-84,168,1991 to 2000,0.020300000000000002
16.2,1997,-84,168,1991 to 2000,0.0162
31.3,1997,-84,168,1991 to 2000,0.0313
34.7,1997,-84,168,1991 to 2000,0.0347
9.6,1997,-84,168,1991 to 2000,0.0096
1.8,1997,-84,168,1991 to 2000,0.0018
67.3,1997,-84,168,1991 to 2000,0.0673
6.8,1997,-84,168,1991 to 2000,0.0068
21.2,1997,-84,168,1991 to 2000,0.0212
14.2,1997,-84,168,1991 to 2000,0.014199999999999999
9.1,1997,-84,168,1991 to 2000,0.0091
23.1,1997,-84,168,1991 to 2000,0.023100000000000002
9.6,1997,-84,168,1991 to 2000,0.0096
3.1,1997,-84,168,1991 to 2000,0.0031
3,1997,-84,168,1991 to 2000,0.003
3,1997,-84,168,1991 to 2000,0.003
22000,1999,-84,168,1991 to 2000,22
2749.6,1999,-84,168,1991 to 2000,2.7496
3492.1,1999,-84,168,1991 to 2000,3.4920999999999998
2369.4,1999,-84,168,1991 to 2000,2.3694
64,1999,-84,168,1991 to 2000,0.064
133.1,1999,-84,168,1991 to 2000,0.1331
2228.5,1999,-84,168,1991 to 2000,2.2285
1814.3,1999,-84,168,1991 to 2000,1.8143
1293.4,1999,-84,168,1991 to 2000,1.2934
1451.9,1999,-84,168,1991 to 2000,1.4519000000000002
2016.8,1999,-84,168,1991 to 2000,2.0168
814.2,1999,-84,168,1991 to 2000,0.8142
569.5,1999,-84,168,1991 to 2000,0.5695
1460.4,1999,-84,168,1991 to 2000,1.4604000000000001
2166.4,1999,-84,168,1991 to 2000,2.1664
4999,1999,-84,168,1991 to 2000,4.999
1000.2,1999,-84,168,1991 to 2000,1.0002
350.5,1999,-84,168,1991 to 2000,0.3505
355.4,1999,-84,168,1991 to 2000,0.3554
402.9,1999,-84,168,1991 to 2000,0.4029
548.9,1999,-84,168,1991 to 2000,0.5488999999999999
1933,1999,-84,168,1991 to 2000,1.933
2074,1999,-84,168,1991 to 2000,2.074
747.2,1999,-84,168,1991 to 2000,0.7472000000000001
361.4,1999,-84,168,1991 to 2000,0.3614
298,1999,-84,168,1991 to 2000,0.298
302.4,1999,-84,168,1991 to 2000,0.3024
482.5,1999,-84,168,1991 to 2000,0.4825
797.8,1999,-84,168,1991 to 2000,0.7978
189.1,1999,-84,168,1991 to 2000,0.1891
214.1,1999,-84,168,1991 to 2000,0.21409999999999998
164.2,1999,-84,168,1991 to 2000,0.16419999999999998
198.3,1999,-84,168,1991 to 2000,0.1983
57.8,1999,-84,168,1991 to 2000,0.0578
45.5,1999,-84,168,1991 to 2000,0.0455
101.9,1999,-84,168,1991 to 2000,0.1019
52.7,1999,-84,168,1991 to 2000,0.052700000000000004
244.1,1999,-84,168,1991 to 2000,0.24409999999999998
244.1,1999,-84,168,1991 to 2000,0.24409999999999998
46.9,1999,-84,168,1991 to 2000,0.0469
46.9,1999,-84,168,1991 to 2000,0.0469
44.8,1999,-84,168,1991 to 2000,0.0448
73.2,1999,-84,168,1991 to 2000,0.0732
73.2,1999,-84,168,1991 to 2000,0.0732
0.3,1999,-84,168,1991 to 2000,3e-4
0.5,1999,-84,168,1991 to 2000,5e-4
0.2,1999,-84,168,1991 to 2000,2e-4
2.4,1999,-84,168,1991 to 2000,0.0024
2.1,1999,-84,168,1991 to 2000,0.0021000000000000003
1.3,1999,-84,168,1991 to 2000,0.0013
1.3,1999,-84,168,1991 to 2000,0.0013
4,1999,-84,168,1991 to 2000,0.004
6.3,1999,-84,168,1991 to 2000,0.0063
9.3,1999,-84,168,1991 to 2000,0.009300000000000001
23,1999,-84,168,1991 to 2000,0.023
24.1,1999,-84,168,1991 to 2000,0.0241
48,1999,-84,168,1991 to 2000,0.048
22.1,1999,-84,168,1991 to 2000,0.0221
2.6,1999,-84,168,1991 to 2000,0.0026
2.6,1999,-84,168,1991 to 2000,0.0026
0.7,1999,-84,168,1991 to 2000,7e-4
0.1,1999,-84,168,1991 to 2000,1e-4
0.1,1999,-84,168,1991 to 2000,1e-4
20,1999,-84,168,1991 to 2000,0.02
21.4,1999,-84,168,1991 to 2000,0.0214
3.6,1999,-84,168,1991 to 2000,0.0036
5.6,1999,-84,168,1991 to 2000,0.0056
2.2,1999,-84,168,1991 to 2000,0.0022
2.2,1999,-84,168,1991 to 2000,0.0022
1.4,1999,-84,168,1991 to 2000,0.0014
