mass_g,year,reclat,reclong,time_period,mass_kg
606.9,1978,-76.71667,159.66667,1971 to 1980,0.6069
194.5,1978,-76.71667,159.66667,1971 to 1980,0.1945
154.7,1978,-76.71667,159.66667,1971 to 1980,0.15469999999999998
128.3,1978,-76.71667,159.66667,1971 to 1980,0.12830000000000003
2733,1978,-76.71667,159.66667,1971 to 1980,2.733
268.8,1978,-76.71667,159.66667,1971 to 1980,0.26880000000000004
656,1978,-76.71667,159.66667,1971 to 1980,0.656
59.9,1978,-76.71667,159.66667,1971 to 1980,0.0599
458.3,1978,-76.71667,159.66667,1971 to 1980,0.4583
130.8,1978,-76.71667,159.66667,1971 to 1980,0.1308
51.6,1978,-76.71667,159.66667,1971 to 1980,0.0516
70,1978,-76.71667,159.66667,1971 to 1980,0.07
10.8,1978,-76.71667,159.66667,1971 to 1980,0.0108
17,1978,-76.71667,159.66667,1971 to 1980,0.017
16.6,1978,-76.71667,159.66667,1971 to 1980,0.0166
24.1,1978,-76.71667,159.66667,1971 to 1980,0.0241
31.5,1978,-76.71667,159.66667,1971 to 1980,0.0315
2.23,1977,-76.71667,159.66667,1971 to 1980,0.0022299999999999998
34.4,1978,-76.71667,159.66667,1971 to 1980,0.0344
16.5,1978,-76.71667,159.66667,1971 to 1980,0.0165
30.6,1978,-76.71667,159.66667,1971 to 1980,0.030600000000000002
3.32,1977,-76.71667,159.66667,1971 to 1980,0.00332
23.2,1978,-76.71667,159.66667,1971 to 1980,0.0232
15.8,1978,-76.71667,159.66667,1971 to 1980,0.0158
10.34,1977,-76.71667,159.66667,1971 to 1980,0.01034
4.7,1978,-76.71667,159.66667,1971 to 1980,0.0047
151.7,1978,-76.71667,159.66667,1971 to 1980,0.1517
11.8,1978,-76.71667,159.66667,1971 to 1980,0.011800000000000001
4.36,1977,-76.71667,159.66667,1971 to 1980,0.00436
8.6,1978,-76.71667,159.66667,1971 to 1980,0.0086
63.4,1978,-76.71667,159.66667,1971 to 1980,0.0634
15.1,1978,-76.71667,159.66667,1971 to 1980,0.015099999999999999
22.6,1978,-76.71667,159.66667,1971 to 1980,0.022600000000000002
16,1978,-76.71667,159.66667,1971 to 1980,0.016
3,1977,-76.71667,159.66667,1971 to 1980,0.003
33.2,1978,-76.71667,159.66667,1971 to 1980,0.0332
9.6,1978,-76.71667,159.66667,1971 to 1980,0.0096
25.1,1978,-76.71667,159.66667,1971 to 1980,0.0251
20.9,1978,-76.71667,159.66667,1971 to 1980,0.0209
11.3,1977,-76.71667,159.66667,1971 to 1980,0.011300000000000001
33.6,1978,-76.71667,159.66667,1971 to 1980,0.033600000000000005
22.2,1978,-76.71667,159.66667,1971 to 1980,0.0222
20.9,1978,-76.71667,159.66667,1971 to 1980,0.0209
22.5,1978,-76.71667,159.66667,1971 to 1980,0.0225
29.4,1978,-76.71667,159.66667,1971 to 1980,0.0294
19.8,1978,-76.71667,159.66667,1971 to 1980,0.0198
13.5,1978,-76.71667,159.66667,1971 to 1980,0.0135
9.71,1977,-76.71667,159.66667,1971 to 1980,0.009710000000000002
8.2,1978,-76.71667,159.66667,1971 to 1980,0.008199999999999999
12.46,1977,-76.71667,159.66667,1971 to 1980,0.01246
7.2,1978,-76.71667,159.66667,1971 to 1980,0.0072
10.88,1977,-76.71667,159.66667,1971 to 1980,0.01088
7.9,1978,-76.71667,159.66667,1971 to 1980,0.0079
7.15,1977,-76.71667,159.66667,1971 to 1980,0.00715
10.1,1978,-76.71667,159.66667,1971 to 1980,0.0101
10.49,1977,-76.71667,159.66667,1971 to 1980,0.010490000000000001
8.2,1978,-76.71667,159.66667,1971 to 1980,0.008199999999999999
5.77,1977,-76.71667,159.66667,1971 to 1980,0.00577
3.1,1978,-76.71667,159.66667,1971 to 1980,0.0031
3.67,1977,-76.71667,159.66667,1971 to 1980,0.00367
0.9,1978,-76.71667,159.66667,1971 to 1980,9e-4
22.7,1978,-76.71667,159.66667,1971 to 1980,0.022699999999999998
20.1,1978,-76.71667,159.66667,1971 to 1980,0.0201
19.6,1978,-76.71667,159.66667,1971 to 1980,0.019600000000000003
12.42,1977,-76.71667,159.66667,1971 to 1980,0.01242
13.3,1978,-76.71667,159.66667,1971 to 1980,0.013300000000000001
24.5,1978,-76.71667,159.66667,1971 to 1980,0.0245
14.95,1977,-76.71667,159.66667,1971 to 1980,0.01495
11.2,1978,-76.71667,159.66667,1971 to 1980,0.0112
20.2,1978,-76.71667,159.66667,1971 to 1980,0.0202
10.47,1977,-76.71667,159.66667,1971 to 1980,0.01047
12.9,1978,-76.71667,159.66667,1971 to 1980,0.0129
14.17,1977,-76.71667,159.66667,1971 to 1980,0.01417
9.8,1978,-76.71667,159.66667,1971 to 1980,0.009800000000000001
12.95,1977,-76.71667,159.66667,1971 to 1980,0.01295
10.9,1978,-76.71667,159.66667,1971 to 1980,0.0109
11.11,1977,-76.71667,159.66667,1971 to 1980,0.01111
8.9,1978,-76.71667,159.66667,1971 to 1980,0.0089
9.77,1977,-76.71667,159.66667,1971 to 1980,0.00977
8.4,1978,-76.71667,159.66667,1971 to 1980,0.008400000000000001
10.46,1977,-76.71667,159.66667,1971 to 1980,0.01046
12.1,1978,-76.71667,159.66667,1971 to 1980,0.0121
8.95,1977,-76.71667,159.66667,1971 to 1980,0.00895
11.5,1978,-76.71667,159.66667,1971 to 1980,0.0115
7.72,1977,-76.71667,159.66667,1971 to 1980,0.0077199999999999994
9.6,1978,-76.71667,159.66667,1971 to 1980,0.0096
5.61,1977,-76.71667,159.66667,1971 to 1980,0.00561
6.4,1978,-76.71667,159.66667,1971 to 1980,0.0064
4.75,1977,-76.71667,159.66667,1971 to 1980,0.00475
8.3,1978,-76.71667,159.66667,1971 to 1980,0.0083
7.85,1977,-76.71667,159.66667,1971 to 1980,0.00785
8.2,1978,-76.71667,159.66667,1971 to 1980,0.008199999999999999
8.57,1977,-76.71667,159.66667,1971 to 1980,0.00857
5.4,1978,-76.71667,159.66667,1971 to 1980,0.0054
5.02,1977,-76.71667,159.66667,1971 to 1980,0.005019999999999999
6.5,1978,-76.71667,159.66667,1971 to 1980,0.0065
6.5,1977,-76.71667,159.66667,1971 to 1980,0.0065
4.6,1978,-76.71667,159.66667,1971 to 1980,0.0046
6.26,1977,-76.71667,159.66667,1971 to 1980,0.00626
2.4,1978,-76.71667,159.66667,1971 to 1980,0.0024
2.96,1977,-76.71667,159.66667,1971 to 1980,0.00296
1.9,1978,-76.71667,159.66667,1971 to 1980,0.0019
3.87,1977,-76.71667,159.66667,1971 to 1980,0.00387
1.9,1978,-76.71667,159.66667,1971 to 1980,0.0019
2.52,1977,-76.71667,159.66667,1971 to 1980,0.00252
1.3,1978,-76.71667,159.66667,1971 to 1980,0.0013
0.52,1977,-76.71667,159.66667,1971 to 1980,5.200000000000001e-4
19.2,1978,-76.71667,159.66667,1971 to 1980,0.0192
14.4,1978,-76.71667,159.66667,1971 to 1980,0.0144
13.27,1977,-76.71667,159.66667,1971 to 1980,0.013269999999999999
9.8,1978,-76.71667,159.66667,1971 to 1980,0.009800000000000001
16,1978,-76.71667,159.66667,1971 to 1980,0.016
9.31,1977,-76.71667,159.66667,1971 to 1980,0.00931
6.5,1978,-76.71667,159.66667,1971 to 1980,0.0065
7.34,1977,-76.71667,159.66667,1971 to 1980,0.00734
1.9,1978,-76.71667,159.66667,1971 to 1980,0.0019
4,1978,-76.71667,159.66667,1971 to 1980,0.004
6.17,1977,-76.71667,159.66667,1971 to 1980,0.00617
2.7,1978,-76.71667,159.66667,1971 to 1980,0.0027
4.73,1977,-76.71667,159.66667,1971 to 1980,0.004730000000000001
4.2,1978,-76.71667,159.66667,1971 to 1980,0.004200000000000001
2.87,1977,-76.71667,159.66667,1971 to 1980,0.00287
1312,1978,-76.71667,159.66667,1971 to 1980,1.312
2789,1978,-76.71667,159.66667,1971 to 1980,2.789
6.8,1978,-76.71667,159.66667,1971 to 1980,0.0068
6.04,1977,-76.71667,159.66667,1971 to 1980,0.00604
3.2,1978,-76.71667,159.66667,1971 to 1980,0.0032
3.35,1977,-76.71667,159.66667,1971 to 1980,0.00335
2.1,1978,-76.71667,159.66667,1971 to 1980,0.0021000000000000003
8.42,1977,-76.71667,159.66667,1971 to 1980,0.00842
6.2,1978,-76.71667,159.66667,1971 to 1980,0.0062
2.72,1977,-76.71667,159.66667,1971 to 1980,0.00272
5.1,1978,-76.71667,159.66667,1971 to 1980,0.0050999999999999995
26.2,1978,-76.71667,159.66667,1971 to 1980,0.026199999999999998
32.3,1979,-76.70306,159.38944,1971 to 1980,0.032299999999999995
222.8,1979,-76.70306,159.39166,1971 to 1980,0.2228
5.1,1979,-76.68917,159.36111,1971 to 1980,0.0050999999999999995
34.9,1979,-76.70306,159.39306,1971 to 1980,0.0349
60,1979,-76.70139,159.35361,1971 to 1980,0.06
41,1979,-76.70167,159.35333,1971 to 1980,0.041
142.3,1979,-76.69778,159.34611,1971 to 1980,0.1423
12,1979,-76.70472,159.32334,1971 to 1980,0.012
75.7,1979,-76.70194,159.39444,1971 to 1980,0.0757
25.1,1979,-76.69306,159.32666,1971 to 1980,0.0251
14,1979,-76.7025,159.36667,1971 to 1980,0.014
191.9,1979,-76.71667,159.66667,1971 to 1980,0.19190000000000002
28.3,1979,-76.70361,159.33444,1971 to 1980,0.028300000000000002
10.8,1979,-76.71667,159.66667,1971 to 1980,0.0108
64,1979,-76.70528,159.32694,1971 to 1980,0.064
1146,1979,-76.71667,159.66667,1971 to 1980,1.146
310,1979,-76.70139,159.35361,1971 to 1980,0.31
120.7,1979,-76.70278,159.39333,1971 to 1980,0.1207
12.1,1979,-76.68972,159.36333,1971 to 1980,0.0121
4.2,1979,-76.68194,159.32,1971 to 1980,0.004200000000000001
29.4,1979,-76.69556,159.35555,1971 to 1980,0.0294
31.4,1979,-76.70194,159.39389,1971 to 1980,0.0314
68.1,1979,-76.70306,159.39278,1971 to 1980,0.0681
21.6,1979,-76.71667,159.66667,1971 to 1980,0.0216
1208,1979,-76.71667,159.66667,1971 to 1980,1.208
572,1979,-76.71667,159.66667,1971 to 1980,0.572
133.2,1979,-76.69972,159.09889,1971 to 1980,0.13319999999999999
16.3,1979,-76.70222,159.36611,1971 to 1980,0.016300000000000002
505.5,1979,-76.71667,159.66667,1971 to 1980,0.5055
2.7,1979,-76.70306,159.39306,1971 to 1980,0.0027
2.6,1979,-76.70306,159.39278,1971 to 1980,0.0026
280.8,1979,-76.69917,159.35778,1971 to 1980,0.2808
12.6,1979,-76.70889,159.31167,1971 to 1980,0.0126
37.6,1979,-76.69833,159.34056,1971 to 1980,0.0376
20.2,1979,-76.70389,159.18,1971 to 1980,0.0202
14.8,1979,-76.70194,159.36833,1971 to 1980,0.0148
49.7,1979,-76.70306,159.39278,1971 to 1980,0.0497
108.3,1979,-76.71667,159.66667,1971 to 1980,0.1083
13.2,1979,-76.70056,159.40111,1971 to 1980,0.0132
20.1,1979,-76.69028,159.36417,1971 to 1980,0.0201
11.5,1979,-76.68917,159.365,1971 to 1980,0.0115
62.2,1979,-76.70306,159.37083,1971 to 1980,0.062200000000000005
115.4,1979,-76.70278,159.40139,1971 to 1980,0.1154
89.7,1979,-76.70167,159.36889,1971 to 1980,0.0897
19.3,1979,-76.70194,159.36472,1971 to 1980,0.0193
36.7,1979,-76.71667,159.66667,1971 to 1980,0.0367
54,1979,-76.71667,159.66667,1971 to 1980,0.054
27,1979,-76.69306,159.32666,1971 to 1980,0.027
23.9,1979,-76.70472,159.32389,1971 to 1980,0.023899999999999998
22.6,1979,-76.68944,159.36333,1971 to 1980,0.022600000000000002
86.1,1979,-76.69806,159.34195,1971 to 1980,0.0861
36,1979,-76.69528,159.35611,1971 to 1980,0.036
15.3,1979,-76.70195,159.36861,1971 to 1980,0.015300000000000001
8725,1980,-76.77389,159.275,1971 to 1980,8.725
471.2,1980,-76.69028,159.2525,1971 to 1980,0.4712
535.9,1980,-76.77389,159.27611,1971 to 1980,0.5358999999999999
882,1980,-76.72833,159.29278,1971 to 1980,0.882
445.1,1980,-76.77417,159.27556,1971 to 1980,0.4451
432.2,1980,-76.69028,159.25444,1971 to 1980,0.4322
177.8,1980,-76.77111,159.28722,1971 to 1980,0.1778
124.5,1980,-76.77139,159.28833,1971 to 1980,0.1245
167.6,1980,-76.77333,159.28167,1971 to 1980,0.1676
42.4,1980,-76.75195,159.32472,1971 to 1980,0.0424
330.7,1980,-76.77361,159.27556,1971 to 1980,0.3307
312.6,1980,-76.77278,159.28305,1971 to 1980,0.31260000000000004
232.8,1980,-76.77278,159.28417,1971 to 1980,0.2328
306,1980,-76.77389,159.27722,1971 to 1980,0.306
191.2,1980,-76.77361,159.28056,1971 to 1980,0.19119999999999998
89,1980,-76.77361,159.27861,1971 to 1980,0.089
2.4,1980,-76.75972,159.31028,1971 to 1980,0.0024
33.7,1980,-76.77222,159.28583,1971 to 1980,0.0337
60.1,1980,-76.77333,159.28194,1971 to 1980,0.0601
39.1,1980,-76.71,159.36917,1971 to 1980,0.0391
49.8,1980,-76.69611,159.34333,1971 to 1980,0.0498
27.8,1980,-76.68944,159.36889,1971 to 1980,0.027800000000000002
12,1980,-76.69639,159.32944,1971 to 1980,0.012
139.2,1980,-76.77194,159.28528,1971 to 1980,0.1392
34.5,1980,-76.74111,159.29667,1971 to 1980,0.0345
47.5,1980,-76.68944,159.25611,1971 to 1980,0.0475
138.2,1980,-76.68861,159.25667,1971 to 1980,0.1382
93.4,1980,-76.68528,159.25833,1971 to 1980,0.09340000000000001
5.3,1980,-76.69056,159.3725,1971 to 1980,0.0053
19.8,1980,-76.68944,159.36917,1971 to 1980,0.0198
152.8,1980,-76.76111,159.34417,1971 to 1980,0.15280000000000002
3.6,1980,-76.69083,159.3725,1971 to 1980,0.0036
52.9,1981,-76.70111,159.40305,1981 to 1990,0.052899999999999996
14,1981,-76.66011,159.32783,1981 to 1990,0.014
10.1,1981,-76.70583,159.25083,1981 to 1990,0.0101
4.7,1981,-76.81838,158.1734,1981 to 1990,0.0047
31.4,1981,-76.83018,158.25893,1981 to 1990,0.0314
254.9,1981,-76.69194,159.26805,1981 to 1990,0.2549
163.5,1981,-76.68972,159.24917,1981 to 1990,0.1635
43.8,1981,-76.69444,159.39111,1981 to 1990,0.0438
229,1981,-76.69778,159.30389,1981 to 1990,0.229
219.1,1981,-76.68889,159.37889,1981 to 1990,0.2191
405.7,1981,-76.72611,159.41028,1981 to 1990,0.4057
36.7,1981,-76.70528,159.305,1981 to 1990,0.0367
17727,1981,-76.747559999999993,158.84338,1981 to 1990,17.727
188.2,1981,-76.71139,159.35889,1981 to 1990,0.18819999999999998
5489,1981,-76.71367,158.78126,1981 to 1990,5.489
3850.2,1981,-76.73294,158.80698,1981 to 1990,3.8501999999999996
1434.4,1981,-76.77361,159.2775,1981 to 1990,1.4344000000000001
2236.9,1981,-76.82601,158.19412,1981 to 1990,2.2369
1051.2,1981,-76.82743,158.21117,1981 to 1990,1.0512000000000001
1352.5,1981,-76.69333,159.07667,1981 to 1990,1.3525
695.1,1981,-76.83077,158.23057,1981 to 1990,0.6951
912.5,1981,-76.82851,158.22522,1981 to 1990,0.9125
418.3,1981,-76.83005,158.22164,1981 to 1990,0.4183
797.7,1981,-76.67844,159.26614,1981 to 1990,0.7977000000000001
379,1981,-76.69389,159.37306,1981 to 1990,0.379
515.5,1981,-76.68139,159.34667,1981 to 1990,0.5155
3835.3,1981,-76.69,159.26305,1981 to 1990,3.8353
80.1,1981,-76.69,159.26305,1981 to 1990,0.08009999999999999
153,1981,-76.68972,159.2775,1981 to 1990,0.153
1851.6,1981,-76.70139,159.38861,1981 to 1990,1.8516
1594.9,1981,-76.705,159.37944,1981 to 1990,1.5949
726.8,1981,-76.69806,159.3875,1981 to 1990,0.7268
252.4,1981,-76.72181,158.75819,1981 to 1990,0.2524
254.9,1981,-76.7294,158.80028,1981 to 1990,0.2549
256.1,1981,-76.69694,159.26778,1981 to 1990,0.25610000000000005
252.1,1981,-76.71782,158.70964,1981 to 1990,0.2521
320.3,1981,-76.71667,159.66667,1981 to 1990,0.32030000000000003
229,1981,-76.68972,159.26583,1981 to 1990,0.229
205.9,1981,-76.69333,159.18333,1981 to 1990,0.2059
194.5,1981,-76.68455,159.26114,1981 to 1990,0.1945
728.8,1981,-76.7219,158.76158,1981 to 1990,0.7288
534.4,1981,-76.72216,158.76318,1981 to 1990,0.5344
106,1981,-76.71852,158.76464000000001,1981 to 1990,0.106
386.8,1981,-76.71945,158.76506,1981 to 1990,0.38680000000000003
90.2,1981,-76.71025,158.78377,1981 to 1990,0.0902
16.6,1981,-76.71419,158.7785,1981 to 1990,0.0166
81.2,1981,-76.71059,158.78497,1981 to 1990,0.08120000000000001
190.6,1981,-76.72141,158.76213,1981 to 1990,0.1906
8.5,1981,-76.71006,158.78252,1981 to 1990,0.0085
25.7,1981,-76.71099,158.78637,1981 to 1990,0.0257
43,1981,-76.71074,158.78633,1981 to 1990,0.043
28.7,1981,-76.71796,158.80719,1981 to 1990,0.0287
2.5,1981,-76.68889,159.35889,1981 to 1990,0.0025
2.2,1981,-76.68417,159.35667,1981 to 1990,0.0022
4.6,1981,-76.68556,159.3575,1981 to 1990,0.0046
1.4,1981,-76.68417,159.35667,1981 to 1990,0.0014
8.4,1981,-76.68556,159.35778,1981 to 1990,0.008400000000000001
66.2,1981,-76.71754,158.73242,1981 to 1990,0.06620000000000001
539.5,1981,-76.71745,158.73343,1981 to 1990,0.5395
28.3,1981,-76.70167,159.40083,1981 to 1990,0.028300000000000002
23.7,1981,-76.70167,159.40083,1981 to 1990,0.0237
0.5,1981,-76.65816,159.32088,1981 to 1990,5e-4
4.9,1981,-76.65844,159.31977,1981 to 1990,0.004900000000000001
191,1981,-76.69333,159.38305,1981 to 1990,0.191
13.1,1981,-76.68806,159.36084,1981 to 1990,0.013099999999999999
8.7,1981,-76.68806,159.36084,1981 to 1990,0.0087
227.6,1981,-76.69555,159.33083,1981 to 1990,0.2276
23.7,1981,-76.68778,159.36056,1981 to 1990,0.0237
7.2,1981,-76.68778,159.36028,1981 to 1990,0.0072
3.7,1981,-76.67944,159.34278,1981 to 1990,0.0037
2.5,1981,-76.68361,159.33889,1981 to 1990,0.0025
3.2,1981,-76.69778,159.3975,1981 to 1990,0.0032
3.3,1981,-76.69778,159.3975,1981 to 1990,0.0033
8,1981,-76.69778,159.3975,1981 to 1990,0.008
15.7,1981,-76.70333,159.36861,1981 to 1990,0.0157
10.3,1981,-76.70472,159.36333,1981 to 1990,0.0103
4.2,1981,-76.69139,159.38778,1981 to 1990,0.004200000000000001
5.9,1981,-76.69139,159.38778,1981 to 1990,0.005900000000000001
7.5,1981,-76.69139,159.38778,1981 to 1990,0.0075
16.7,1981,-76.69139,159.38778,1981 to 1990,0.0167
5,1981,-76.69222,159.39055,1981 to 1990,0.005
5.9,1981,-76.69222,159.39055,1981 to 1990,0.005900000000000001
6.6,1981,-76.69222,159.39055,1981 to 1990,0.0066
15.7,1981,-76.69222,159.39055,1981 to 1990,0.0157
16.2,1981,-76.69306,159.39222,1981 to 1990,0.0162
5.7,1981,-76.69306,159.39222,1981 to 1990,0.0057
8.4,1981,-76.69278,159.39222,1981 to 1990,0.008400000000000001
3.8,1981,-76.69306,159.39194,1981 to 1990,0.0038
11.2,1981,-76.69306,159.39194,1981 to 1990,0.0112
9.5,1981,-76.69306,159.39222,1981 to 1990,0.0095
12.2,1981,-76.69278,159.39167,1981 to 1990,0.012199999999999999
15.6,1981,-76.69306,159.39194,1981 to 1990,0.0156
271,1981,-76.71667,159.66667,1981 to 1990,0.271
152,1981,-76.71496,158.78541,1981 to 1990,0.152
58.8,1981,-76.71192,158.78327,1981 to 1990,0.0588
83,1981,-76.66344,159.33089,1981 to 1990,0.083
79.9,1981,-76.7675,159.32222,1981 to 1990,0.0799
70.9,1981,-76.7147,158.74467,1981 to 1990,0.0709
151.6,1981,-76.73169,158.80715,1981 to 1990,0.15159999999999998
154.6,1981,-76.71667,159.66667,1981 to 1990,0.1546
119.2,1981,-76.75139,159.33361,1981 to 1990,0.1192
196,1981,-76.69861,159.39583,1981 to 1990,0.196
136.1,1981,-76.8249,158.20806,1981 to 1990,0.1361
183.8,1981,-76.71601,158.74679,1981 to 1990,0.18380000000000002
92.7,1981,-76.68122,159.26086,1981 to 1990,0.0927
48.3,1981,-76.71669,158.7306,1981 to 1990,0.048299999999999996
139.6,1981,-76.77417,159.28306,1981 to 1990,0.1396
69.1,1981,-76.70028,159.3425,1981 to 1990,0.0691
1.1,1981,-76.68444,159.34,1981 to 1990,0.0011
3,1981,-76.68444,159.35722,1981 to 1990,0.003
210.3,1981,-76.82468,158.21135,1981 to 1990,0.21030000000000001
150.3,1981,-76.68121,159.26531,1981 to 1990,0.15030000000000002
111.1,1981,-76.7114,158.77833,1981 to 1990,0.11109999999999999
79.3,1981,-76.68889,159.25278,1981 to 1990,0.0793
154.9,1981,-76.67455,159.26114,1981 to 1990,0.1549
1.7,1981,-76.68889,159.36389,1981 to 1990,0.0017
32.9,1981,-76.69917,159.39639,1981 to 1990,0.0329
84.7,1981,-76.66344,159.31894,1981 to 1990,0.0847
107.4,1981,-76.71728,158.71375,1981 to 1990,0.10740000000000001
13.8,1981,-76.70389,159.35972,1981 to 1990,0.013800000000000002
88.4,1981,-76.70306,159.39972,1981 to 1990,0.0884
20.9,1981,-76.70139,159.40333,1981 to 1990,0.0209
2,1981,-76.71303,158.79779,1981 to 1990,0.002
9.3,1981,-76.70194,159.36722,1981 to 1990,0.009300000000000001
10.2,1981,-76.68444,159.35722,1981 to 1990,0.010199999999999999
21.5,1981,-76.6875,159.35805,1981 to 1990,0.0215
15.4,1981,-76.70667,159.41444,1981 to 1990,0.0154
15.9,1981,-76.68805,159.36028,1981 to 1990,0.0159
31.6,1981,-76.69,159.34278,1981 to 1990,0.0316
29.9,1981,-76.69389,159.39361,1981 to 1990,0.0299
12.9,1981,-76.69222,159.295,1981 to 1990,0.0129
5.4,1981,-76.69361,159.34333,1981 to 1990,0.0054
20.7,1981,-76.69389,159.39194,1981 to 1990,0.0207
15.4,1981,-76.70944,159.38583,1981 to 1990,0.0154
9.5,1981,-76.69472,159.38944,1981 to 1990,0.0095
1.2,1981,-76.68722,159.35695,1981 to 1990,0.0012
9.4,1981,-76.69472,159.38972,1981 to 1990,0.0094
4.3,1981,-76.68861,159.38,1981 to 1990,0.0043
7.1,1981,-76.68917,159.34639,1981 to 1990,0.0070999999999999995
14.4,1981,-76.70945,159.36889,1981 to 1990,0.0144
1.5,1981,-76.68444,159.35806,1981 to 1990,0.0015
1.2,1981,-76.65816,159.32144,1981 to 1990,0.0012
12.5,1981,-76.67972,159.33694,1981 to 1990,0.0125
3,1981,-76.68611,159.35056,1981 to 1990,0.003
21.1,1981,-76.69167,159.29195,1981 to 1990,0.0211
23.8,1981,-76.70917,159.38778,1981 to 1990,0.0238
1.7,1981,-76.69472,159.39028,1981 to 1990,0.0017
13.3,1981,-76.70528,159.36083,1981 to 1990,0.013300000000000001
8.8,1981,-76.68861,159.38333,1981 to 1990,0.0088
1.9,1981,-76.69111,159.38611,1981 to 1990,0.0019
5.1,1981,-76.69639,159.38389,1981 to 1990,0.0050999999999999995
10.3,1981,-76.68583,159.33889,1981 to 1990,0.0103
4.2,1981,-76.68889,159.37972,1981 to 1990,0.004200000000000001
1.1,1981,-76.6825,159.3475,1981 to 1990,0.0011
4.5,1981,-76.69194,159.39111,1981 to 1990,0.0045
19.7,1981,-76.69472,159.38944,1981 to 1990,0.0197
11.8,1981,-76.69139,159.38583,1981 to 1990,0.011800000000000001
2.4,1981,-76.68806,159.38,1981 to 1990,0.0024
10.3,1981,-76.71667,159.66667,1981 to 1990,0.0103
11.7,1981,-76.71667,159.35472,1981 to 1990,0.011699999999999999
122.2,1981,-76.71382,158.77108,1981 to 1990,0.1222
59.4,1981,-76.69139,159.29,1981 to 1990,0.0594
82.2,1981,-76.70417,159.3975,1981 to 1990,0.08220000000000001
20.1,1981,-76.68778,159.36056,1981 to 1990,0.0201
6.3,1981,-76.66205,159.33645,1981 to 1990,0.0063
26.3,1981,-76.68722,159.35333,1981 to 1990,0.0263
58.5,1981,-76.81603,158.154,1981 to 1990,0.0585
8.2,1981,-76.68278,159.34722,1981 to 1990,0.008199999999999999
5.6,1981,-76.68139,159.34445,1981 to 1990,0.0056
59,1981,-76.69945,159.3075,1981 to 1990,0.059
23.7,1981,-76.68861,159.37972,1981 to 1990,0.0237
33.4,1981,-76.70056,159.36611,1981 to 1990,0.0334
25.8,1981,-76.70111,159.25139,1981 to 1990,0.0258
33.3,1981,-76.67649,159.25196,1981 to 1990,0.033299999999999996
13.2,1981,-76.70778,159.3675,1981 to 1990,0.0132
94.5,1981,-76.69917,159.3975,1981 to 1990,0.0945
17.3,1981,-76.69139,159.39,1981 to 1990,0.0173
29.9,1981,-76.68917,159.38361,1981 to 1990,0.0299
13.7,1981,-76.72278,159.37111,1981 to 1990,0.013699999999999999
16.6,1981,-76.69861,159.39639,1981 to 1990,0.0166
15,1981,-76.70111,159.40305,1981 to 1990,0.015
4.6,1981,-76.67705,159.26697,1981 to 1990,0.0046
104.2,1981,-76.66899,159.30365,1981 to 1990,0.1042
16.7,1981,-76.67705,159.26642,1981 to 1990,0.0167
64.9,1981,-76.7147,158.74467,1981 to 1990,0.0649
22.7,1981,-76.70944,159.37,1981 to 1990,0.022699999999999998
40,1981,-76.69278,159.31833,1981 to 1990,0.04
8.7,1981,-76.65705,159.32311,1981 to 1990,0.0087
2.6,1981,-76.72333,159.275,1981 to 1990,0.0026
48.3,1981,-76.70333,159.39667,1981 to 1990,0.048299999999999996
30.4,1981,-76.69056,159.35139,1981 to 1990,0.0304
8.9,1981,-76.67094,159.32366,1981 to 1990,0.0089
13.4,1981,-76.69194,159.38805,1981 to 1990,0.0134
17,1981,-76.68806,159.36084,1981 to 1990,0.017
4.9,1981,-76.68833,159.36139,1981 to 1990,0.004900000000000001
